Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Dalvin Cook (15904873),Dalvin Cook,15904873,RB/FLEX,9400,MIN@TB 12/13/2020 01:00PM ET,MIN,26.94
WR,Davante Adams (15905135),Davante Adams,15905135,WR/FLEX,9300,GB@DET 12/13/2020 04:25PM ET,GB,27.89
RB,Christian McCaffrey (15904875),Christian McCaffrey,15904875,RB/FLEX,9200,DEN@CAR 12/13/2020 01:00PM ET,CAR,30.13
RB,Derrick Henry (15904877),Derrick Henry,15904877,RB/FLEX,8700,TEN@JAX 12/13/2020 01:00PM ET,TEN,20.74
WR,Tyreek Hill (15905137),Tyreek Hill,15905137,WR/FLEX,8500,KC@MIA 12/13/2020 01:00PM ET,KC,23.66
WR,DK Metcalf (15905139),DK Metcalf,15905139,WR/FLEX,8400,NYJ@SEA 12/13/2020 04:05PM ET,SEA,20.24
QB,Patrick Mahomes (15904800),Patrick Mahomes,15904800,QB,8100,KC@MIA 12/13/2020 01:00PM ET,KC,28.14
QB,Russell Wilson (15904801),Russell Wilson,15904801,QB,7900,NYJ@SEA 12/13/2020 04:05PM ET,SEA,26.46
WR,Keenan Allen (15905141),Keenan Allen,15905141,WR/FLEX,7700,ATL@LAC 12/13/2020 04:25PM ET,LAC,19.69
RB,Aaron Jones (15904879),Aaron Jones,15904879,RB/FLEX,7600,GB@DET 12/13/2020 04:25PM ET,GB,19.93
QB,Deshaun Watson (15904802),Deshaun Watson,15904802,QB,7600,HOU@CHI 12/13/2020 01:00PM ET,HOU,25.40
WR,DeAndre Hopkins (15905143),DeAndre Hopkins,15905143,WR/FLEX,7600,ARI@NYG 12/13/2020 01:00PM ET,ARI,19.24
QB,Aaron Rodgers (15904803),Aaron Rodgers,15904803,QB,7500,GB@DET 12/13/2020 04:25PM ET,GB,25.32
RB,James Robinson (15904881),James Robinson,15904881,RB/FLEX,7500,TEN@JAX 12/13/2020 01:00PM ET,JAX,19.73
WR,Calvin Ridley (15905145),Calvin Ridley,15905145,WR/FLEX,7500,ATL@LAC 12/13/2020 04:25PM ET,ATL,19.08
WR,Justin Jefferson (15905147),Justin Jefferson,15905147,WR/FLEX,7400,MIN@TB 12/13/2020 01:00PM ET,MIN,18.68
TE,Travis Kelce (15905501),Travis Kelce,15905501,TE/FLEX,7400,KC@MIA 12/13/2020 01:00PM ET,KC,21.30
WR,A.J. Brown (15905149),A.J. Brown,15905149,WR/FLEX,7300,TEN@JAX 12/13/2020 01:00PM ET,TEN,17.55
QB,Kyler Murray (15904804),Kyler Murray,15904804,QB,7200,ARI@NYG 12/13/2020 01:00PM ET,ARI,27.50
WR,Tyler Lockett (15905151),Tyler Lockett,15905151,WR/FLEX,7200,NYJ@SEA 12/13/2020 04:05PM ET,SEA,17.78
RB,Alvin Kamara (15904883),Alvin Kamara,15904883,RB/FLEX,7100,NO@PHI 12/13/2020 04:25PM ET,NO,23.65
WR,Michael Thomas (15905153),Michael Thomas,15905153,WR/FLEX,7100,NO@PHI 12/13/2020 04:25PM ET,NO,12.25
WR,Adam Thielen (15905155),Adam Thielen,15905155,WR/FLEX,7000,MIN@TB 12/13/2020 01:00PM ET,MIN,19.42
RB,Austin Ekeler (15904885),Austin Ekeler,15904885,RB/FLEX,7000,ATL@LAC 12/13/2020 04:25PM ET,LAC,16.15
QB,Tom Brady (15904805),Tom Brady,15904805,QB,6900,MIN@TB 12/13/2020 01:00PM ET,TB,21.89
RB,Chris Carson (15904887),Chris Carson,15904887,RB/FLEX,6900,NYJ@SEA 12/13/2020 04:05PM ET,SEA,17.36
WR,Allen Robinson II (15905157),Allen Robinson II,15905157,WR/FLEX,6800,HOU@CHI 12/13/2020 01:00PM ET,CHI,16.94
TE,Darren Waller (15905503),Darren Waller,15905503,TE/FLEX,6800,IND@LV 12/13/2020 04:05PM ET,LV,16.52
QB,Justin Herbert (15904806),Justin Herbert,15904806,QB,6800,ATL@LAC 12/13/2020 04:25PM ET,LAC,24.32
QB,Ryan Tannehill (15904807),Ryan Tannehill,15904807,QB,6700,TEN@JAX 12/13/2020 01:00PM ET,TEN,21.76
RB,Antonio Gibson (15904889),Antonio Gibson,15904889,RB/FLEX,6700,WAS@SF 12/13/2020 04:25PM ET,WAS,15.93
WR,Terry McLaurin (15905159),Terry McLaurin,15905159,WR/FLEX,6700,WAS@SF 12/13/2020 04:25PM ET,WAS,16.48
WR,Mike Evans (15905161),Mike Evans,15905161,WR/FLEX,6600,MIN@TB 12/13/2020 01:00PM ET,TB,15.11
RB,Ezekiel Elliott (15904891),Ezekiel Elliott,15904891,RB/FLEX,6600,DAL@CIN 12/13/2020 01:00PM ET,DAL,16.12
QB,Taysom Hill (15904808),Taysom Hill,15904808,QB,6600,NO@PHI 12/13/2020 04:25PM ET,NO,9.48
WR,Julio Jones (15905163),Julio Jones,15905163,WR/FLEX,6600,ATL@LAC 12/13/2020 04:25PM ET,ATL,17.23
RB,D'Andre Swift (15904895),D'Andre Swift,15904895,RB/FLEX,6500,GB@DET 12/13/2020 04:25PM ET,DET,14.51
RB,David Montgomery (15904893),David Montgomery,15904893,RB/FLEX,6500,HOU@CHI 12/13/2020 01:00PM ET,CHI,15.16
WR,Amari Cooper (15905165),Amari Cooper,15905165,WR/FLEX,6500,DAL@CIN 12/13/2020 01:00PM ET,DAL,16.9
RB,Mike Davis (15904899),Mike Davis,15904899,RB/FLEX,6400,DEN@CAR 12/13/2020 01:00PM ET,CAR,13.69
RB,Alexander Mattison (15904897),Alexander Mattison,15904897,RB/FLEX,6400,MIN@TB 12/13/2020 01:00PM ET,MIN,5.26
WR,Deebo Samuel (15905167),Deebo Samuel,15905167,WR/FLEX,6400,WAS@SF 12/13/2020 04:25PM ET,SF,13.8
WR,Chris Godwin (15905169),Chris Godwin,15905169,WR/FLEX,6300,MIN@TB 12/13/2020 01:00PM ET,TB,15.4
RB,Josh Jacobs (15904901),Josh Jacobs,15904901,RB/FLEX,6300,IND@LV 12/13/2020 04:05PM ET,LV,16.43
WR,Robby Anderson (15905171),Robby Anderson,15905171,WR/FLEX,6200,DEN@CAR 12/13/2020 01:00PM ET,CAR,15.71
QB,Kirk Cousins (15904809),Kirk Cousins,15904809,QB,6200,MIN@TB 12/13/2020 01:00PM ET,MIN,19.98
RB,Raheem Mostert (15904903),Raheem Mostert,15904903,RB/FLEX,6200,WAS@SF 12/13/2020 04:25PM ET,SF,14.15
RB,Miles Sanders (15904905),Miles Sanders,15904905,RB/FLEX,6200,NO@PHI 12/13/2020 04:25PM ET,PHI,13.04
WR,Brandin Cooks (15905175),Brandin Cooks,15905175,WR/FLEX,6100,HOU@CHI 12/13/2020 01:00PM ET,HOU,13.03
RB,Ronald Jones II (15904907),Ronald Jones II,15904907,RB/FLEX,6100,MIN@TB 12/13/2020 01:00PM ET,TB,14.26
WR,DeVante Parker (15905173),DeVante Parker,15905173,WR/FLEX,6100,KC@MIA 12/13/2020 01:00PM ET,MIA,12.81
QB,Drew Brees (15904810),Drew Brees,15904810,QB,6100,NO@PHI 12/13/2020 04:25PM ET,NO,19.22
RB,Jamaal Williams (15904909),Jamaal Williams,15904909,RB/FLEX,6000,GB@DET 12/13/2020 04:25PM ET,GB,10.61
WR,Kenny Golladay (15905177),Kenny Golladay,15905177,WR/FLEX,6000,GB@DET 12/13/2020 04:25PM ET,DET,14.36
QB,Derek Carr (15904811),Derek Carr,15904811,QB,6000,IND@LV 12/13/2020 04:05PM ET,LV,18.66
RB,Clyde Edwards-Helaire (15904913),Clyde Edwards-Helaire,15904913,RB/FLEX,5900,KC@MIA 12/13/2020 01:00PM ET,KC,14.42
RB,Joe Mixon (15904911),Joe Mixon,15904911,RB/FLEX,5900,DAL@CIN 12/13/2020 01:00PM ET,CIN,17.27
QB,Philip Rivers (15904812),Philip Rivers,15904812,QB,5900,IND@LV 12/13/2020 04:05PM ET,IND,16.84
WR,Marvin Jones Jr. (15905179),Marvin Jones Jr.,15905179,WR/FLEX,5800,GB@DET 12/13/2020 04:25PM ET,DET,12.66
QB,Teddy Bridgewater (15904813),Teddy Bridgewater,15904813,QB,5800,DEN@CAR 12/13/2020 01:00PM ET,CAR,19.05
RB,Jonathan Taylor (15904915),Jonathan Taylor,15904915,RB/FLEX,5800,IND@LV 12/13/2020 04:05PM ET,IND,13.54
QB,Matthew Stafford (15904814),Matthew Stafford,15904814,QB,5700,GB@DET 12/13/2020 04:25PM ET,DET,18.88
WR,Corey Davis (15905181),Corey Davis,15905181,WR/FLEX,5700,TEN@JAX 12/13/2020 01:00PM ET,TEN,16.91
RB,Wayne Gallman Jr. (15904917),Wayne Gallman Jr.,15904917,RB/FLEX,5700,ARI@NYG 12/13/2020 01:00PM ET,NYG,11.26
QB,Matt Ryan (15904815),Matt Ryan,15904815,QB,5700,ATL@LAC 12/13/2020 04:25PM ET,ATL,18.64
QB,Gardner Minshew II (15904816),Gardner Minshew II,15904816,QB,5600,TEN@JAX 12/13/2020 01:00PM ET,JAX,21.2
QB,Mitchell Trubisky (15904817),Mitchell Trubisky,15904817,QB,5600,HOU@CHI 12/13/2020 01:00PM ET,CHI,14.74
WR,DJ Moore (15905183),DJ Moore,15905183,WR/FLEX,5600,DEN@CAR 12/13/2020 01:00PM ET,CAR,14.54
RB,Myles Gaskin (15904919),Myles Gaskin,15904919,RB/FLEX,5600,KC@MIA 12/13/2020 01:00PM ET,MIA,14.32
WR,Antonio Brown (15905185),Antonio Brown,15905185,WR/FLEX,5500,MIN@TB 12/13/2020 01:00PM ET,TB,9.15
QB,Daniel Jones (15904819),Daniel Jones,15904819,QB,5500,ARI@NYG 12/13/2020 01:00PM ET,NYG,14.61
RB,Kenyan Drake (15904921),Kenyan Drake,15904921,RB/FLEX,5500,ARI@NYG 12/13/2020 01:00PM ET,ARI,14.19
QB,Andy Dalton (15904818),Andy Dalton,15904818,QB,5500,DAL@CIN 12/13/2020 01:00PM ET,DAL,8.95
QB,Tua Tagovailoa (15904820),Tua Tagovailoa,15904820,QB,5400,KC@MIA 12/13/2020 01:00PM ET,MIA,11.10
WR,Jamison Crowder (15905189),Jamison Crowder,15905189,WR/FLEX,5400,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,16.16
WR,Brandon Aiyuk (15905187),Brandon Aiyuk,15905187,WR/FLEX,5400,WAS@SF 12/13/2020 04:25PM ET,SF,15.47
TE,George Kittle (15905505),George Kittle,15905505,TE/FLEX,5400,WAS@SF 12/13/2020 04:25PM ET,SF,17.35
RB,Latavius Murray (15904923),Latavius Murray,15904923,RB/FLEX,5400,NO@PHI 12/13/2020 04:25PM ET,NO,9.5
WR,DJ Chark Jr. (15905191),DJ Chark Jr.,15905191,WR/FLEX,5300,TEN@JAX 12/13/2020 01:00PM ET,JAX,12.75
QB,Nick Foles (15904821),Nick Foles,15904821,QB,5300,HOU@CHI 12/13/2020 01:00PM ET,CHI,14.42
RB,Tony Pollard (15904927),Tony Pollard,15904927,RB/FLEX,5300,DAL@CIN 12/13/2020 01:00PM ET,DAL,5.78
RB,Devontae Booker (15904925),Devontae Booker,15904925,RB/FLEX,5300,IND@LV 12/13/2020 04:05PM ET,LV,6.74
RB,David Johnson (15904929),David Johnson,15904929,RB/FLEX,5200,HOU@CHI 12/13/2020 01:00PM ET,HOU,11.81
RB,Melvin Gordon III (15904933),Melvin Gordon III,15904933,RB/FLEX,5200,DEN@CAR 12/13/2020 01:00PM ET,DEN,13.03
WR,Curtis Samuel (15905193),Curtis Samuel,15905193,WR/FLEX,5200,DEN@CAR 12/13/2020 01:00PM ET,CAR,13.67
WR,Sterling Shepard (15905195),Sterling Shepard,15905195,WR/FLEX,5200,ARI@NYG 12/13/2020 01:00PM ET,NYG,11.36
QB,Ryan Fitzpatrick (15904822),Ryan Fitzpatrick,15904822,QB,5200,KC@MIA 12/13/2020 01:00PM ET,MIA,19.93
RB,Nyheim Hines (15904931),Nyheim Hines,15904931,RB/FLEX,5200,IND@LV 12/13/2020 04:05PM ET,IND,12.6
QB,Alex Smith (15904825),Alex Smith,15904825,QB,5200,WAS@SF 12/13/2020 04:25PM ET,WAS,11.97
QB,Jameis Winston (15904824),Jameis Winston,15904824,QB,5200,NO@PHI 12/13/2020 04:25PM ET,NO,1.25
QB,Tyrod Taylor (15904823),Tyrod Taylor,15904823,QB,5200,ATL@LAC 12/13/2020 04:25PM ET,LAC,4.51
QB,Mike Glennon (15904831),Mike Glennon,15904831,QB,5100,TEN@JAX 12/13/2020 01:00PM ET,JAX,16.55
QB,P.J. Walker (15904829),P.J. Walker,15904829,QB,5100,DEN@CAR 12/13/2020 01:00PM ET,CAR,4.24
QB,Drew Lock (15904830),Drew Lock,15904830,QB,5100,DEN@CAR 12/13/2020 01:00PM ET,DEN,13.71
QB,Sam Darnold (15904826),Sam Darnold,15904826,QB,5100,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,12.18
RB,Carlos Hyde (15904935),Carlos Hyde,15904935,RB/FLEX,5100,NYJ@SEA 12/13/2020 04:05PM ET,SEA,8.63
WR,T.Y. Hilton (15905197),T.Y. Hilton,15905197,WR/FLEX,5100,IND@LV 12/13/2020 04:05PM ET,IND,9.8
QB,Nick Mullens (15904828),Nick Mullens,15904828,QB,5100,WAS@SF 12/13/2020 04:25PM ET,SF,13.68
QB,Jalen Hurts (15904827),Jalen Hurts,15904827,QB,5100,NO@PHI 12/13/2020 04:25PM ET,PHI,1.85
QB,Carson Wentz (15904832),Carson Wentz,15904832,QB,5100,NO@PHI 12/13/2020 04:25PM ET,PHI,18.37
RB,Adrian Peterson (15904937),Adrian Peterson,15904937,RB/FLEX,5000,GB@DET 12/13/2020 04:25PM ET,DET,8.74
WR,Allen Lazard (15905201),Allen Lazard,15905201,WR/FLEX,5000,GB@DET 12/13/2020 04:25PM ET,GB,13.2
TE,T.J. Hockenson (15905507),T.J. Hockenson,15905507,TE/FLEX,5000,GB@DET 12/13/2020 04:25PM ET,DET,12.12
WR,Keke Coutee (15905203),Keke Coutee,15905203,WR/FLEX,5000,HOU@CHI 12/13/2020 01:00PM ET,HOU,10.48
QB,Colt McCoy (15904834),Colt McCoy,15904834,QB,5000,ARI@NYG 12/13/2020 01:00PM ET,NYG,5.67
RB,Giovani Bernard (15904939),Giovani Bernard,15904939,RB/FLEX,5000,DAL@CIN 12/13/2020 01:00PM ET,CIN,9.28
WR,Michael Pittman Jr. (15905199),Michael Pittman Jr.,15905199,WR/FLEX,5000,IND@LV 12/13/2020 04:05PM ET,IND,8.86
QB,Jimmy Garoppolo (15904833),Jimmy Garoppolo,15904833,QB,5000,WAS@SF 12/13/2020 04:25PM ET,SF,11.56
QB,Chris Streveler (15904837),Chris Streveler,15904837,QB,4900,ARI@NYG 12/13/2020 01:00PM ET,ARI,0.3
WR,Sammy Watkins (15905209),Sammy Watkins,15905209,WR/FLEX,4900,KC@MIA 12/13/2020 01:00PM ET,KC,9.97
QB,Brandon Allen (15904836),Brandon Allen,15904836,QB,4900,DAL@CIN 12/13/2020 01:00PM ET,CIN,8.78
WR,Tyler Boyd (15905207),Tyler Boyd,15905207,WR/FLEX,4900,DAL@CIN 12/13/2020 01:00PM ET,CIN,15.60
QB,Joe Flacco (15904835),Joe Flacco,15904835,QB,4900,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,11.55
RB,J.D. McKissic (15904941),J.D. McKissic,15904941,RB/FLEX,4900,WAS@SF 12/13/2020 04:25PM ET,WAS,10.41
RB,Tevin Coleman (15904945),Tevin Coleman,15904945,RB/FLEX,4900,WAS@SF 12/13/2020 04:25PM ET,SF,2.58
RB,Boston Scott (15904943),Boston Scott,15904943,RB/FLEX,4900,NO@PHI 12/13/2020 04:25PM ET,PHI,6.63
WR,Travis Fulgham (15905205),Travis Fulgham,15905205,WR/FLEX,4900,NO@PHI 12/13/2020 04:25PM ET,PHI,11.86
RB,Duke Johnson (15904949),Duke Johnson,15904949,RB/FLEX,4800,HOU@CHI 12/13/2020 01:00PM ET,HOU,7.75
QB,Brett Rypien (15904838),Brett Rypien,15904838,QB,4800,DEN@CAR 12/13/2020 01:00PM ET,DEN,7.65
TE,Rob Gronkowski (15905509),Rob Gronkowski,15905509,TE/FLEX,4800,MIN@TB 12/13/2020 01:00PM ET,TB,9.54
RB,Salvon Ahmed (15904947),Salvon Ahmed,15904947,RB/FLEX,4800,KC@MIA 12/13/2020 01:00PM ET,MIA,10.73
QB,Ben DiNucci (15904840),Ben DiNucci,15904840,QB,4800,DAL@CIN 12/13/2020 01:00PM ET,DAL,4.48
WR,CeeDee Lamb (15905211),CeeDee Lamb,15905211,WR/FLEX,4800,DAL@CIN 12/13/2020 01:00PM ET,DAL,13.96
WR,Tee Higgins (15905213),Tee Higgins,15905213,WR/FLEX,4800,DAL@CIN 12/13/2020 01:00PM ET,CIN,14.88
QB,Dwayne Haskins Jr. (15904839),Dwayne Haskins Jr.,15904839,QB,4800,WAS@SF 12/13/2020 04:25PM ET,WAS,15.14
RB,Todd Gurley II (15904951),Todd Gurley II,15904951,RB/FLEX,4800,ATL@LAC 12/13/2020 04:25PM ET,ATL,13.2
QB,Chase Daniel (15904843),Chase Daniel,15904843,QB,4700,GB@DET 12/13/2020 04:25PM ET,DET,7.26
QB,Jake Luton (15904842),Jake Luton,15904842,QB,4700,TEN@JAX 12/13/2020 01:00PM ET,JAX,12.42
WR,Jerry Jeudy (15905219),Jerry Jeudy,15905219,WR/FLEX,4700,DEN@CAR 12/13/2020 01:00PM ET,DEN,9.37
WR,Christian Kirk (15905217),Christian Kirk,15905217,WR/FLEX,4700,ARI@NYG 12/13/2020 01:00PM ET,ARI,11.28
QB,Garrett Gilbert (15904844),Garrett Gilbert,15904844,QB,4700,DAL@CIN 12/13/2020 01:00PM ET,DAL,15.52
RB,Ty Johnson (15904953),Ty Johnson,15904953,RB/FLEX,4700,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,4.64
WR,Nelson Agholor (15905215),Nelson Agholor,15905215,WR/FLEX,4700,IND@LV 12/13/2020 04:05PM ET,LV,10.46
QB,C.J. Beathard (15904841),C.J. Beathard,15904841,QB,4700,WAS@SF 12/13/2020 04:25PM ET,SF,4.09
WR,Mike Williams (15905221),Mike Williams,15905221,WR/FLEX,4700,ATL@LAC 12/13/2020 04:25PM ET,LAC,10.94
QB,Jeff Driskel (15904845),Jeff Driskel,15904845,QB,4600,DEN@CAR 12/13/2020 01:00PM ET,DEN,10.69
RB,Chase Edmonds (15904955),Chase Edmonds,15904955,RB/FLEX,4600,ARI@NYG 12/13/2020 01:00PM ET,ARI,11.32
RB,Devonta Freeman (15904957),Devonta Freeman,15904957,RB/FLEX,4600,ARI@NYG 12/13/2020 01:00PM ET,NYG,7.2
WR,Henry Ruggs III (15905223),Henry Ruggs III,15905223,WR/FLEX,4600,IND@LV 12/13/2020 04:05PM ET,LV,7.78
RB,Leonard Fournette (15904959),Leonard Fournette,15904959,RB/FLEX,4500,MIN@TB 12/13/2020 01:00PM ET,TB,10.36
TE,Mike Gesicki (15905511),Mike Gesicki,15905511,TE/FLEX,4500,KC@MIA 12/13/2020 01:00PM ET,MIA,9.98
QB,Geno Smith (15904846),Geno Smith,15904846,QB,4500,NYJ@SEA 12/13/2020 04:05PM ET,SEA,0
WR,Russell Gage (15905225),Russell Gage,15905225,WR/FLEX,4500,ATL@LAC 12/13/2020 04:25PM ET,ATL,9.67
QB,Tim Boyle (15904849),Tim Boyle,15904849,QB,4400,GB@DET 12/13/2020 04:25PM ET,GB,-0.09
QB,AJ McCarron (15904848),AJ McCarron,15904848,QB,4400,HOU@CHI 12/13/2020 01:00PM ET,HOU,0
QB,Will Grier (15904847),Will Grier,15904847,QB,4400,DEN@CAR 12/13/2020 01:00PM ET,CAR,0
RB,Le'Veon Bell (15904963),Le'Veon Bell,15904963,RB/FLEX,4400,KC@MIA 12/13/2020 01:00PM ET,KC,6.2
RB,Jerick McKinnon (15904965),Jerick McKinnon,15904965,RB/FLEX,4400,WAS@SF 12/13/2020 04:25PM ET,SF,10.38
RB,Peyton Barber (15904967),Peyton Barber,15904967,RB/FLEX,4400,WAS@SF 12/13/2020 04:25PM ET,WAS,4.07
WR,Jalen Reagor (15905227),Jalen Reagor,15905227,WR/FLEX,4400,NO@PHI 12/13/2020 04:25PM ET,PHI,8.76
RB,Ito Smith (15904961),Ito Smith,15904961,RB/FLEX,4400,ATL@LAC 12/13/2020 04:25PM ET,ATL,3.78
TE,Hunter Henry (15905513),Hunter Henry,15905513,TE/FLEX,4400,ATL@LAC 12/13/2020 04:25PM ET,LAC,9.81
RB,Phillip Lindsay (15904969),Phillip Lindsay,15904969,RB/FLEX,4300,DEN@CAR 12/13/2020 01:00PM ET,DEN,6.27
QB,Blaine Gabbert (15904852),Blaine Gabbert,15904852,QB,4300,MIN@TB 12/13/2020 01:00PM ET,TB,0.03
QB,Sean Mannion (15904853),Sean Mannion,15904853,QB,4300,MIN@TB 12/13/2020 01:00PM ET,MIN,0
TE,Evan Engram (15905515),Evan Engram,15905515,TE/FLEX,4300,ARI@NYG 12/13/2020 01:00PM ET,NYG,9.58
QB,Ryan Finley (15904851),Ryan Finley,15904851,QB,4300,DAL@CIN 12/13/2020 01:00PM ET,CIN,0.9
WR,Emmanuel Sanders (15905229),Emmanuel Sanders,15905229,WR/FLEX,4300,NO@PHI 12/13/2020 04:25PM ET,NO,10.76
QB,Matt Schaub (15904850),Matt Schaub,15904850,QB,4300,ATL@LAC 12/13/2020 04:25PM ET,ATL,-0.4
RB,Kerryon Johnson (15904973),Kerryon Johnson,15904973,RB/FLEX,4200,GB@DET 12/13/2020 04:25PM ET,DET,5.53
TE,Robert Tonyan (15905517),Robert Tonyan,15905517,TE/FLEX,4200,GB@DET 12/13/2020 04:25PM ET,GB,12.61
QB,Logan Woodside (15904854),Logan Woodside,15904854,QB,4200,TEN@JAX 12/13/2020 01:00PM ET,TEN,-0.11
WR,Tim Patrick (15905233),Tim Patrick,15905233,WR/FLEX,4200,DEN@CAR 12/13/2020 01:00PM ET,DEN,12.7
WR,Darius Slayton (15905231),Darius Slayton,15905231,WR/FLEX,4200,ARI@NYG 12/13/2020 01:00PM ET,NYG,10.14
RB,Brian Hill (15904971),Brian Hill,15904971,RB/FLEX,4200,ATL@LAC 12/13/2020 04:25PM ET,ATL,5.46
WR,Laviska Shenault Jr. (15905237),Laviska Shenault Jr.,15905237,WR/FLEX,4100,TEN@JAX 12/13/2020 01:00PM ET,JAX,9.62
TE,Noah Fant (15905519),Noah Fant,15905519,TE/FLEX,4100,DEN@CAR 12/13/2020 01:00PM ET,DEN,9.74
QB,Chad Henne (15904857),Chad Henne,15904857,QB,4100,KC@MIA 12/13/2020 01:00PM ET,KC,3.5
RB,Josh Adams (15904975),Josh Adams,15904975,RB/FLEX,4100,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,4.42
WR,Denzel Mims (15905235),Denzel Mims,15905235,WR/FLEX,4100,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,8.9
QB,Marcus Mariota (15904855),Marcus Mariota,15904855,QB,4100,IND@LV 12/13/2020 04:05PM ET,LV,0
QB,Jacoby Brissett (15904856),Jacoby Brissett,15904856,QB,4100,IND@LV 12/13/2020 04:05PM ET,IND,2.88
QB,Jordan Love (15904871),Jordan Love,15904871,QB,4000,GB@DET 12/13/2020 04:25PM ET,GB,0
QB,David Blough (15904872),David Blough,15904872,QB,4000,GB@DET 12/13/2020 04:25PM ET,DET,0
RB,Tyler Ervin (15905125),Tyler Ervin,15905125,RB/FLEX,4000,GB@DET 12/13/2020 04:25PM ET,GB,3.26
RB,AJ Dillon (15905127),AJ Dillon,15905127,RB/FLEX,4000,GB@DET 12/13/2020 04:25PM ET,GB,2.05
RB,Patrick Taylor (15905129),Patrick Taylor,15905129,RB/FLEX,4000,GB@DET 12/13/2020 04:25PM ET,GB,0
RB,Jonathan Williams (15905131),Jonathan Williams,15905131,RB/FLEX,4000,GB@DET 12/13/2020 04:25PM ET,DET,2.8
RB,Jason Cabinda (15905133),Jason Cabinda,15905133,RB/FLEX,4000,GB@DET 12/13/2020 04:25PM ET,DET,0.47
WR,Danny Amendola (15905239),Danny Amendola,15905239,WR/FLEX,4000,GB@DET 12/13/2020 04:25PM ET,DET,7.85
RB,Devine Ozigbo (15905105),Devine Ozigbo,15905105,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,JAX,1.17
RB,Dare Ogunbowale (15905107),Dare Ogunbowale,15905107,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,JAX,0.37
RB,Nathan Cottrell (15905109),Nathan Cottrell,15905109,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,JAX,0
RB,Ryquell Armstead (15905111),Ryquell Armstead,15905111,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,JAX,0
RB,Chris Thompson (15905113),Chris Thompson,15905113,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,JAX,7.1
RB,Jeremy McNichols (15905115),Jeremy McNichols,15905115,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,TEN,3.24
RB,D'Onta Foreman (15905117),D'Onta Foreman,15905117,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,TEN,3.4
RB,Senorise Perry (15905119),Senorise Perry,15905119,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,TEN,0.3
RB,Darrynton Evans (15905121),Darrynton Evans,15905121,RB/FLEX,4000,TEN@JAX 12/13/2020 01:00PM ET,TEN,1.05
